socks5://208.102.51.6:58208,ZZ,Unknown
socks5://69.61.200.104:36181,ZZ,Unknown
socks5://174.64.199.82:4145,ZZ,Unknown
socks5://72.195.34.42:4145,ZZ,Unknown
socks5://192.252.208.67:14287,ZZ,Unknown
socks5://192.252.208.70:14282,ZZ,Unknown
socks5://192.252.211.197:14921,ZZ,Unknown
socks5://192.111.129.145:16894,ZZ,Unknown
socks5://192.252.214.20:15864,ZZ,Unknown
socks5://192.111.139.163:19404,ZZ,Unknown
socks5://72.195.34.35:27360,ZZ,Unknown
socks5://174.77.111.198:49547,ZZ,Unknown
socks5://98.178.72.21:10919,ZZ,Unknown
socks5://184.178.172.25:15291,ZZ,Unknown
socks5://184.178.172.18:15280,ZZ,Unknown
socks5://70.166.167.55:57745,ZZ,Unknown
socks5://184.178.172.5:15303,ZZ,Unknown
socks5://72.195.34.41:4145,ZZ,Unknown
socks5://70.166.167.38:57728,ZZ,Unknown
socks5://198.8.94.174:39078,ZZ,Unknown
socks5://174.75.211.193:4145,US,Unknown
socks5://68.71.249.153:48606,ZZ,Unknown
socks5://198.8.84.3:4145,ZZ,Unknown
socks5://192.252.220.92:17328,ZZ,Unknown
socks5://212.237.125.216:6969,IQ,Unknown
socks5://193.122.105.251:65535,KR,Unknown
socks5://118.70.151.55:1080,VN,Unknown
socks5://67.210.146.50:11080,US,Unknown
socks5://102.36.127.231:1080,ZA,Unknown
socks5://121.169.46.116:1090,KR,Osan
socks5://103.76.149.140:1080,ID,Unknown
socks5://168.253.92.93:10808,ZA,Unknown
socks5://31.211.142.115:8192,BG,Unknown
socks5://47.238.203.170:50000,US,Unknown
socks5://102.217.190.157:7080,ZA,Unknown
socks5://5.255.117.127:1080,NL,Dronten
socks5://5.255.113.177:1080,NL,Dronten
socks5://5.255.117.250:1080,NL,Dronten
socks5://144.124.227.88:3129,ZZ,Unknown
socks5://202.72.232.121:1080,BD,Unknown
socks5://103.150.206.77:1080,PK,Unknown
socks5://203.189.152.79:1080,KH,Unknown
socks5://177.10.66.14:1080,BR,Unknown
socks5://5.255.99.75:1080,ZZ,Unknown
socks5://103.75.118.84:1080,JP,Unknown
socks5://119.148.20.109:22122,BD,Unknown
socks5://223.25.109.146:8199,ID,Unknown
socks5://202.79.27.12:1080,KH,Unknown
socks5://119.148.51.30:22122,BD,Unknown
socks5://119.148.11.141:22122,BD,Unknown
socks5://119.148.7.10:22122,BD,Unknown
