socks5://121.169.46.116:1090,KR,Osan
socks5://158.179.173.238:1080,KR,Unknown
socks5://218.52.249.121:1080,KR,Unknown
socks5://146.56.191.98:19422,KR,Unknown
socks5://206.123.156.233:5681,KR,Unknown
socks5://43.128.150.150:1080,KR,Unknown
socks5://206.123.156.199:8910,KR,Unknown
socks4://152.70.237.238:3128,KR,Unknown
socks4://114.108.177.104:60984,KR,Unknown
socks4://211.174.99.161:4153,KR,Unknown
socks4://49.167.236.96:1080,KR,Unknown
http://64.110.88.200:30000,KR,Unknown
http://203.246.113.240:443,KR,Unknown
http://210.105.16.87:8888,KR,Unknown
http://43.166.4.171:443,KR,Unknown
http://43.133.231.149:443,KR,Unknown
http://152.69.230.221:443,KR,Unknown
http://211.58.15.11:443,KR,Unknown
http://43.155.138.148:3128,KR,Unknown
http://125.135.163.211:3144,KR,Unknown
http://121.146.163.32:3028,KR,Unknown
http://121.146.163.28:3124,KR,Unknown
http://221.156.27.160:3036,KR,Unknown
http://121.146.163.28:3168,KR,Unknown
http://121.146.71.8:3180,KR,Unknown
http://125.135.163.211:3008,KR,Unknown
http://121.146.71.8:3036,KR,Unknown
http://119.195.17.15:3144,KR,Unknown
http://211.230.49.122:3128,KR,Seo-gu
http://221.153.152.43:80,KR,Suwon
http://183.109.79.187:80,KR,Yeongdeungpo-gu
